iteration,estimator,scoring,loss,meanScore,stdScore,minScore,maxScore,trainTime,status,params
43,lightgbm.LGBMClassifier,accuracy,0.1495933172538677,0.8504066827461323,0.01864849362594273,0.8108108108108109,0.8727272727272727,2.2740936750000174,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6568304617072341, 'learning_rate': 0.24851906140085553, 'max_depth': 18, 'min_child_samples': 90, 'n_estimators': 1040, 'num_leaves': 32, 'reg_alpha': 0.940681765767018, 'reg_lambda': 0.7283837934333002, 'subsample': 0.5114366902547478, 'subsample_for_bin': 200000}"
44,lightgbm.LGBMClassifier,accuracy,0.16776583714657112,0.8322341628534289,0.028072061532252737,0.7837837837837838,0.8909090909090909,0.4168998369999599,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5586582094315263, 'learning_rate': 0.19102453528130267, 'max_depth': 9, 'min_child_samples': 130, 'n_estimators': 390, 'num_leaves': 67, 'reg_alpha': 1.0561485023106498, 'reg_lambda': 0.39010725734898666, 'subsample': 0.5649275215377347, 'subsample_for_bin': 140000}"
45,lightgbm.LGBMClassifier,accuracy,0.1586641270127509,0.8413358729872491,0.0196787602640321,0.8018018018018018,0.8727272727272727,1.190016485000001,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6808021377895308, 'learning_rate': 0.18170919781773195, 'max_depth': 8, 'min_child_samples': 80, 'n_estimators': 630, 'num_leaves': 35, 'reg_alpha': 0.9151805934181628, 'reg_lambda': 0.9937989176690765, 'subsample': 0.62290356652427, 'subsample_for_bin': 160000}"
46,lightgbm.LGBMClassifier,accuracy,0.16775541179210907,0.8322445882078909,0.019335298315257803,0.8018018018018018,0.8636363636363636,12.996687189,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.46668090897325853, 'learning_rate': 0.21111095383895834, 'max_depth': 13, 'min_child_samples': 50, 'n_estimators': 3510, 'num_leaves': 54, 'reg_alpha': 0.7784535011922861, 'reg_lambda': 0.4886162664046862, 'subsample': 0.8540353224001305, 'subsample_for_bin': 180000}"
47,lightgbm.LGBMClassifier,accuracy,0.15184556950612005,0.84815443049388,0.021451847829690254,0.8018018018018018,0.8818181818181818,10.634442813999954,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6907940554375502, 'learning_rate': 0.16339368026528978, 'max_depth': 7, 'min_child_samples': 100, 'n_estimators': 3970, 'num_leaves': 50, 'reg_alpha': 0.8760389087865644, 'reg_lambda': 0.7964977510475988, 'subsample': 0.6833051934254868, 'subsample_for_bin': 200000}"
48,lightgbm.LGBMClassifier,accuracy,0.15638097438556153,0.8436190256144385,0.020954921268360314,0.8018018018018018,0.8727272727272727,4.897415754000008,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5021623180704667, 'learning_rate': 0.22035337094373805, 'max_depth': 19, 'min_child_samples': 75, 'n_estimators': 1770, 'num_leaves': 57, 'reg_alpha': 1.240730033428898, 'reg_lambda': 0.3113290716465795, 'subsample': 0.9272541038402125, 'subsample_for_bin': 220000}"
49,lightgbm.LGBMClassifier,accuracy,0.15525484825943536,0.8447451517405646,0.021790022528925087,0.7927927927927928,0.8727272727272727,5.0677132759999495,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5860612652845681, 'learning_rate': 0.19458315488398165, 'max_depth': 6, 'min_child_samples': 105, 'n_estimators': 2100, 'num_leaves': 39, 'reg_alpha': 1.0113834946880023, 'reg_lambda': 0.9388423721859883, 'subsample': 0.6029706457601354, 'subsample_for_bin': 120000}"
50,lightgbm.LGBMClassifier,accuracy,0.1576204645011985,0.8423795354988015,0.026168544903664985,0.8165137614678899,0.8909090909090909,5.138710546000084,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6133803665536107, 'learning_rate': 0.1759896899249649, 'max_depth': 9, 'min_child_samples': 150, 'n_estimators': 2550, 'num_leaves': 30, 'reg_alpha': 0.8148571111550308, 'reg_lambda': 0.15564417018043264, 'subsample': 0.7634272185512576, 'subsample_for_bin': 280000}"
51,lightgbm.LGBMClassifier,accuracy,0.1609577049944022,0.8390422950055978,0.0207930074820182,0.8018018018018018,0.8727272727272727,4.7213871330000075,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6685180528678304, 'learning_rate': 0.24678275962507454, 'max_depth': 11, 'min_child_samples': 50, 'n_estimators': 1350, 'num_leaves': 60, 'reg_alpha': 0.9612232685362708, 'reg_lambda': 0.5573257773352129, 'subsample': 0.9116226959361736, 'subsample_for_bin': 240000}"
52,lightgbm.LGBMClassifier,accuracy,0.15187646988105707,0.8481235301189429,0.013528065482873842,0.8198198198198198,0.8636363636363636,3.0853305470000123,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6501930384650045, 'learning_rate': 0.2365695935398964, 'max_depth': 12, 'min_child_samples': 85, 'n_estimators': 1260, 'num_leaves': 45, 'reg_alpha': 0.9325849183477073, 'reg_lambda': 0.6676912496429859, 'subsample': 0.5025054975279181, 'subsample_for_bin': 180000}"
