,f_value,p_value,variance,correlation_to_target,LGBMRegressor_rfe_rank,RandomForestRegressor_rfe_rank,GradientBoostingRegressor_rfe_rank,AdaBoostRegressor_rfe_rank,ExtraTreesRegressor_rfe_rank,LGBMRegressor_feature_importance,XGBRegressor_feature_importance,RandomForestRegressor_feature_importance,GradientBoostingRegressor_feature_importance,AdaBoostRegressor_feature_importance,ExtraTreesRegressor_feature_importance
Exterior1st_MetalSd,42.27611499576898,1.0911738826644118e-10,0.12917482054210014,0.1691674088487033,61,73,97,152,94,6,0.0011258282,0.00017891889330711494,2.8992099367373528e-05,0.0,0.00047356595726652707
Exterior1st_Plywood,0.08193971454071357,0.7747270969609015,0.06713514827583368,0.007556294465498689,109,110,222,142,133,6,0.00025130485,0.0002569957093179886,0.0,0.0,0.00036755919191448246
Exterior1st_Stone,2.470363535548386,0.11623153672860219,0.0013898513730714601,0.04145538800473303,220,322,230,144,307,0,0.0,5.056098650209502e-06,0.0,0.0,3.180481700316552e-06
Exterior1st_Stucco,3.4594515282361953,0.06309565710313507,0.015749388973878054,0.049040491353619854,251,202,228,139,223,0,0.0005236669,4.285184237332121e-05,1.0358556904553494e-07,0.0,9.470957240560634e-05
Exterior1st_VinylSd,202.99850620942385,3.5159263171387824e-43,0.2293496899953462,0.3520381016190252,64,72,236,155,54,11,0.0009056087,0.0005841172980828093,3.5970267394140858e-06,0.0,0.0011629635520203879
Exterior1st_Wd Sdng,61.298695758751165,9.462906462139342e-15,0.11980809397138652,0.20240277775084387,94,129,75,167,96,6,0.0015786127,0.0002506059976184964,0.00018944312864551844,0.0,0.000582859134751145
Exterior1st_WdShing,7.6035478916595185,0.005899214559115388,0.017094687620007855,0.0725996697097775,256,198,234,157,215,0,0.0003039138,3.97446567464542e-05,0.0,0.0,0.00010832802472027242
Exterior2nd_AsbShng,26.742346540537458,2.6531744136486884e-07,0.013724176973116791,0.13525842992582862,168,238,139,162,228,0,0.0003991495,5.945928209038958e-05,0.00024735632094283894,0.0,0.0001130900441460235
Exterior2nd_AsphShn,0.8502892821922605,0.3566255177412233,0.0020833242532938756,0.024334855537989926,170,290,237,158,275,0,0.0006190778,8.8214933322182e-06,0.0,0.0,1.3005219974050958e-05
Exterior2nd_Brk Cmn,4.7230032802595225,0.029924823972974388,0.004847530398761432,0.057275600574313086,172,56,110,159,115,0,4.470985e-05,0.00035186474174749916,0.00015067654209013713,0.0007515205785766769,0.0009098504999088112
Exterior2nd_BrkFace,0.035932493519791595,0.8496817757434227,0.016422522565714057,0.005003942263997108,95,191,242,164,159,4,8.302008e-06,0.00011907827039926494,0.0,0.0,0.0005432727790255662
Exterior2nd_CBlock,1.346121912029911,0.24615022449584914,0.000695409955306835,0.030613475966017607,176,294,244,177,315,0,0.0,0.0,0.0,0.0,3.617177431354948e-07
Exterior2nd_CmentBd,13.565333180166675,0.00023895576964974523,0.03937201962838183,0.09677121386739596,136,199,253,170,160,1,0.0,6.431744193940697e-05,0.0,0.0,0.00023446699103974236
Exterior2nd_HdBoard,4.6573125483302285,0.031087001603600575,0.12131029569935432,0.0568771895016246,180,137,159,165,116,0,0.00069921475,0.00012814213450319795,0.0,0.0,0.0004404464384920563
Exterior2nd_ImStucc,0.36168794718383274,0.5476652748932663,0.006223822246241957,0.015873998806074693,182,283,190,178,280,0,0.00011872036,4.870469206831073e-06,0.0,0.0,1.0785557160468684e-05
Exterior2nd_MetalSd,39.50816405293227,4.324608161074742e-10,0.12625467985233674,0.16368912737247496,119,136,257,180,135,6,0.0,0.00021158439603963846,0.0,0.0,0.00043618872741472346
Exterior2nd_Other,2.757486572743518,0.09701867354334923,0.000695409955306835,0.04379392641779647,255,304,254,163,297,0,0.0,2.0564715459692964e-06,0.0,0.0,2.736633640830898e-06
Exterior2nd_Plywood,1.0583400392781022,0.3037674555313232,0.08624826813380733,0.02714729558250468,76,130,249,184,107,8,0.00040011067,0.00018424826582025578,0.0,0.0001797852639717279,0.0004221101251178686
Exterior2nd_Stone,0.46832174139374544,0.4938707628296992,0.003467364401112075,0.018062395752515784,262,270,262,183,286,0,2.780074e-06,2.0676921961416567e-06,0.0,0.0,1.585617789481294e-05
Exterior2nd_Stucco,5.85202708630847,0.015682814297638254,0.016422522565714057,0.0637299346113029,141,151,191,175,174,2,0.0023452751,7.144635872085637e-05,0.0,0.0,0.00017327637548683174
Exterior2nd_VinylSd,204.50828903061682,1.8095201342254222e-43,0.22709106044691227,0.3531820713560033,99,43,248,188,83,6,0.0,0.0005962891530057127,0.0,0.0,0.0008936850893634126
Exterior2nd_Wd Sdng,51.79392050369837,9.902094784672279e-13,0.11626905779215085,0.18664398767039697,113,112,231,190,128,3,0.00048808238,0.00022296217745915753,0.0,0.0,0.00047930906061588907
Exterior2nd_Wd Shng,5.727516666045198,0.016828938500132954,0.025085122343240982,0.06305104012602618,226,163,246,196,154,0,0.0009399416,7.62496087711702e-05,0.0,0.0,0.00021959783812179745
Fence_GdPrv,0.08553228491531746,0.76997795837887,0.03809258153512232,0.007720157204459661,228,150,203,186,171,0,8.842893e-05,0.00010104331741401833,0.0,0.0,0.0001977238942658591
Fence_GdWo,20.146343867033412,7.747164203759875e-06,0.036166160363666475,0.11766431883022306,68,52,53,194,111,9,0.0003911505,0.0009285594427980799,0.00047779432030693123,0.0,0.0006893412981497595
Fence_MnPrv,36.809375070024124,1.6636119841340886e-09,0.09622904750628221,0.1581442622842742,120,120,256,192,152,1,0.00090926373,0.00020275868404009083,1.0938564951772571e-05,0.0,0.00028978357595206523
Fence_MnWw,3.524560360771814,0.06066856901346479,0.007596239943553631,0.04949870486220541,165,278,221,172,287,0,0.0,1.737954067238197e-06,0.0,0.0,1.7796402733684462e-05
Fence_Nonexistent,52.697002421174226,6.353659346711019e-13,0.15560524153147096,0.18820697390699317,79,67,272,29,97,5,0.00018421632,0.0004983160299166021,0.0,0.0025559675470699394,0.0006492897996802228
FireplaceQu_ordinal_encoded,603.608588960031,1.5177981780131157e-111,0.2045553105155574,0.5441401608060068,22,16,13,11,12,35,0.01236145,0.005361159918027697,0.011298150500020757,0.027511766743883982,0.015393799735864723
Fireplaces,429.745573008109,1.0299735589208057e-83,0.4049436093229488,0.48006043394632436,80,53,193,33,31,6,0.0005371305,0.0008111644808704608,1.040550636087913e-05,0.0005036824355711973,0.0043883449165540095
Foundation_BrkTil,101.57923639849291,3.955478100318613e-23,0.0901669710295893,0.25711356596582813,52,61,67,169,89,12,0.00022497085,0.0005771654713657343,0.00020665291528375795,0.0,0.0008860929659314349
Foundation_CBlock,197.04401835347755,4.8581690989123456e-42,0.2454903681362771,0.34746870346759895,102,69,86,200,63,10,0.00013656098,0.0006184089698392961,7.139656624683292e-05,0.0,0.001205361669143929
Foundation_PConc,604.0423022048582,1.3026198290905018e-111,0.24686181729604662,0.5442777229169237,55,44,43,202,20,10,0.0030055162,0.0009215119327015017,0.0007665002953343674,0.0,0.008307384185862077
Foundation_Slab,38.04038515833001,8.993167729840608e-10,0.016422522565714057,0.1606997221628095,142,251,227,204,229,1,0.00054703245,7.353015569698546e-06,0.0,0.0,5.344592397827466e-05
Foundation_Stone,0.2849290434199585,0.5935712680222314,0.00415793166870786,0.014089620566104296,264,285,273,80,285,0,0.0,3.968906118864891e-06,0.0,0.0,7.112680611519163e-06
Foundation_Wood,0.13499888661915854,0.713358482974447,0.0020833242532938756,0.009698815893632773,266,293,277,72,295,0,0.00021128233,4.6432762645952216e-09,0.0,0.0,1.6771058822103428e-07
FullBath,789.303878568962,9.491267045912901e-139,0.2990088471061793,0.5956965143456823,41,38,39,39,16,25,0.0014234246,0.0014918889660124179,0.0006736007741185476,0.0,0.008080870280057918
Functional_ordinal_encoded,26.018437877962096,3.8334589759798964e-07,0.44990021641971384,0.13344821247584013,28,35,25,27,38,25,0.006839385,0.0017147526085978762,0.0029506282256802074,0.0024474671050787127,0.002155415098542639
GarageArea,1072.4634390701597,3.961574777836667e-176,0.7675720694764644,0.6539942699145607,1,3,14,8,14,153,0.0020665706,0.011584949269877251,0.006733187436629336,0.009297162427560117,0.006816260834694091
GarageArea_binned_5,890.9970484787929,1.0727208471361213e-152,0.49772853732913186,0.6189186264449392,273,85,186,199,23,0,0.0,0.0004918829585548505,0.0,0.0001267548095193605,0.009246917716154922
GarageCars,1234.1810673268612,1.2752218067443108e-195,0.5585284815413695,0.6799867059145506,46,11,6,25,7,17,0.17803311,0.012973572687450825,0.020225348902854882,0.014497868027211619,0.039087796200811785
GarageCond_ordinal_encoded,215.13879096238023,1.7145314466433206e-45,0.5252824618674661,0.3610764176039252,57,32,16,30,64,10,0.0032032346,0.0022272548750317408,0.007713785517347556,0.005895222245531254,0.0016045949352238465
GarageFinish_ordinal_encoded,855.2907260988455,7.186945746936818e-148,0.7971112399266043,0.6110990016798815,42,20,4,42,8,25,0.051191382,0.0038657065896682665,0.014208373611568483,0.0030530028801182903,0.01947009512189295
GarageQual_ordinal_encoded,217.05446274087473,7.429353524109995e-46,0.5262480937970497,0.3624700932617496,105,28,114,40,42,6,0.0010895301,0.002549645792097353,0.0,0.0001516969801052538,0.0026136613955475697
GarageType_2Types,0.5557620341099602,0.45609492919081807,0.00415793166870786,0.019675890835029,283,236,162,206,276,0,0.0,8.572464611653012e-05,0.0,0.0,4.968665542797293e-05
GarageType_Attchd,303.675865933376,7.678935120814114e-62,0.24110870429531872,0.4179225703936134,93,51,147,208,47,5,0.00049794244,0.0008547163061479358,0.0,0.0,0.0033463102715384522
GarageType_Basment,1.3010657550993179,0.2542089711299561,0.013047169231111945,0.030097254572122926,288,235,129,210,201,0,2.9096927e-05,1.8991526114515026e-05,0.0,0.0,0.00010417183572648597
GarageType_BuiltIn,81.00599062308987,6.960858588346749e-19,0.05687736716628677,0.23115756445555144,290,122,118,212,158,0,0.00063266576,0.00021085267515042863,0.0,0.0,0.0002070635991789965
GarageType_CarPort,10.894655306982232,0.0009881026160033838,0.006223822246241955,0.0868037366998816,292,141,107,214,156,0,0.0,0.00013332968346246014,3.300971682110748e-05,0.0,0.00018386818604650246
GarageType_Detchd,261.8804200687198,3.1192298912053807e-54,0.1948387602913167,0.392849220012448,44,24,35,216,32,24,0.0007242701,0.0028690626818438205,0.0016187165592158586,0.0,0.004596551817459405
GarageType_Nonexistent,171.6320500575617,4.00690878199869e-37,0.053190144743092985,0.32684434992707023,297,155,137,217,108,0,0.0,0.0001465379827841936,0.0,0.0011491117560157333,0.0007812980322064495
GrLivArea,1518.3671920429897,3.598280519211073e-227,0.5796956687607513,0.7170173795812367,6,6,5,3,4,150,0.0025508543,0.014015596947663373,0.022003290399767304,0.20130762180519327,0.027994832756760638
GrLivArea_binned_5,1292.2405853155217,2.482883257545261e-202,0.4982481577205274,0.6883510239578867,301,104,151,222,6,0,0.0,0.0003207358177216856,6.388758972441724e-06,0.0,0.06597323468283771
HalfBath,158.205527805677,1.7119195691530255e-34,0.2529519813614635,0.3151192431327416,65,55,55,150,46,11,0.0065530515,0.0007364184220717252,0.00033379710940643876,0.0024790799554627635,0.00180440335994638
HeatingQC_ordinal_encoded,430.51504766760814,7.655494953371558e-84,0.23086980966784493,0.48039091952194035,19,36,31,31,45,42,0.0018836574,0.0015939542278559562,0.002316760380652249,0.007310518440105011,0.001537454103566929
Heating_Floor,4.419940900662383,0.03569511818867053,0.000695409955306835,0.05541335863258051,248,308,276,228,300,0,0.0,1.758796482816778e-06,0.0,0.0,2.235556073748242e-06
Heating_GasA,31.795086022799126,2.0601427381411777e-08,0.0211073386573842,0.14722964977065678,309,180,73,230,186,0,0.0008875135,7.717855329656568e-05,0.00016547377504507875,0.0,0.00013946669058270022
Heating_GasW,2.2149029862940344,0.13690336458295715,0.011690248134475622,0.039256944898770844,311,240,115,232,255,0,0.0,4.58735676794173e-05,0.0,0.0,5.2862419546485196e-05
Heating_Grav,33.68111425005398,7.978479883277731e-09,0.004847530398761432,0.1514361186854337,189,159,283,234,170,0,0.010989466,0.00013081424633768553,0.0,0.0,0.0002637331219247965
Heating_OthW,0.9908793251039778,0.3196953737718351,0.0013898513730714601,0.026268455757213375,169,303,87,236,274,0,0.0,4.208095571318208e-09,9.841850790711721e-05,0.0,2.5374756150992665e-05
Heating_Wall,9.008274881698318,0.0027340051245001735,0.0027758285959740797,0.07898342711533284,181,281,285,238,304,0,0.0,3.393810243120923e-06,0.0,0.0,3.1601171310514723e-07
HouseStyle_1.5Fin,51.64698215255563,1.0643831486264088e-12,0.09458737637223613,0.18638825744646512,58,75,64,240,71,6,0.0011191373,0.00040266196978335113,0.00010244875868090633,0.0,0.0008567407856781705
HouseStyle_1.5Unf,15.837264151720914,7.247823742941924e-05,0.008964783490696467,0.10447941430556004,218,241,291,242,263,0,0.0,8.161371396533985e-06,0.0,0.0,4.756004534148788e-05
HouseStyle_1Story,7.580160114962567,0.005975827514283913,0.24999019355738514,0.07248851654384261,97,126,290,244,118,3,0.0026195452,0.00019723708734869927,0.0,0.0,0.0006813692481521983
HouseStyle_2.5Fin,0.11447690045866495,0.7351531990985382,0.004847530398761433,0.00893132017157526,185,268,295,246,264,0,0.0,1.3365918142979581e-05,0.0,0.0,3.423292269086135e-05
HouseStyle_2.5Unf,0.865386426233051,0.3523921791839779,0.007596239943553631,0.02454981231639478,199,195,294,248,236,0,0.0,5.105034370941556e-05,0.0,0.0,0.0001261918156772026
HouseStyle_2Story,108.57665925224299,1.4729270188677509e-24,0.2118976120222628,0.26521869635222534,82,117,300,250,100,8,0.00047779066,0.0002449310251204211,0.0,0.0,0.0006815735630412641
HouseStyle_SFoyer,13.313865512276468,0.0002728899296084275,0.025085122343240986,0.09587839130653722,152,218,301,252,254,0,0.0008418324,2.169708520529476e-05,2.6134281239405314e-05,0.0,2.8320115949895965e-05
HouseStyle_SLvl,0.12292082014797863,0.7259394225631599,0.04318708900714733,0.009254824215658855,128,131,304,254,127,1,0.0028005568,0.00015337547302378304,5.116809633010343e-05,0.0,0.0003155227901508321
KitchenAbvGr,32.11991731548774,1.749278201216001e-08,0.04925691378417787,0.14796343425383832,90,94,33,256,77,2,0.010691309,0.0003584474118292775,0.0016947062966267158,0.0,0.0007241433600031371
KitchenQual_ordinal_encoded,1151.7235336124756,7.79592026835151e-186,0.4364559467962958,0.6672661799257016,21,17,3,5,5,29,0.08060315,0.004279620178119228,0.028394339910066006,0.07191496658458021,0.1030682535156189
LandContour_Bnk,16.57448248318394,4.932810392823782e-05,0.03937201962838183,0.10685634766568826,173,105,306,260,145,0,0.0006896565,0.0003450121047151705,0.0,0.0,0.00042720581052582246
LandContour_HLS,17.97085421189843,2.3863734858506774e-05,0.03228716750711513,0.1112130904066782,144,101,310,69,132,1,0.00037901892,0.00038581044846225094,0.0,0.0009775524390823254,0.000522723270823538
LandContour_Low,0.0005089132417753283,0.9820051009258237,0.02044098482834366,0.0005955193097513066,236,184,156,264,182,0,0.00014793614,4.8346478148997305e-05,6.1567373217236e-05,0.0,0.00012148709334865015
LandContour_Lvl,0.02140494419388429,0.8837017315654806,0.08624826813380733,0.003862138646339668,75,60,315,266,62,4,0.0002709504,0.0004478265086175742,0.0,0.00010183904739812476,0.0008795456791428883
LandSlope_ordinal_encoded,0.23442632275203984,0.6283349070380582,0.06509831382456588,0.012780321119226352,137,88,314,268,93,2,0.0026644296,0.0004209922972231922,0.0,0.0,0.0007219443608527477
LotArea,209.9168104338781,1.6842540274702724e-44,1.5401718915934262,0.3572330569328332,2,5,7,10,24,213,0.0033691947,0.009377231763649093,0.011553697783711743,0.014795779311682251,0.002610588261002024
LotArea_binned_5,358.78481355495677,1.3574507949183018e-71,0.493487311431794,0.447230954095945,319,46,192,272,17,0,0.0,0.0011331223715043046,0.0,0.0,0.003450435468331573
LotConfig_ordinal_encoded,3.964305352660897,0.04666404525133844,0.360302745464944,0.052487820423743586,32,49,44,274,75,18,0.0008505843,0.0008587204930745314,0.0005942741664144298,0.0,0.0009241598154421346
LotFrontage,221.50980476338128,1.0664461550705254e-46,1.0125683145128368,0.3656785378376773,7,12,62,15,34,102,0.00088579336,0.004522921172056732,0.0006551095458283475,0.00847605183048466,0.0016636514720312762
LotFrontage_binned_5,265.3893910637795,7.045686888111511e-55,0.503467364401112,0.3950641173559036,143,50,263,278,50,1,0.0,0.0008473067976861726,0.0,0.0,0.0016366205284104318
LotShape_ordinal_encoded,112.41878352300907,2.4358107116544686e-25,0.32297143443799886,0.2695352115523868,43,41,96,280,61,16,0.00024050388,0.0010878521230755452,5.136242150740678e-05,0.0,0.0011779657569414607
LowQualFinSF,6.797211927826945,0.009224673877206033,528.0,0.06866150439730355,133,201,81,282,166,1,0.004874985,4.669450268383946e-05,0.00021519558062626544,0.0,0.0001727539341870931
LowQualFinSF_binned_5,,,0.0,,314,323,278,284,322,0,0.0,0.0,0.0,0.0,0.0
MSSubClass_120,14.008554912148488,0.00018916439409144884,0.05687736716628677,0.09832437481026833,316,181,280,286,188,0,0.0,7.524019421007248e-05,0.0,0.0,0.00012215163376802342
MSSubClass_160,19.24385771490062,1.2344098402706142e-05,0.04191927336439434,0.1150343252735638,320,165,286,288,162,0,0.0039043212,9.406656217297396e-05,0.0,0.0,0.00019756275872056473
MSSubClass_180,17.527823562544967,3.0035436035964232e-05,0.006910515363668897,0.10985043129015327,322,291,296,290,296,0,0.0,8.190279264039651e-07,0.0,0.0,6.398182881818255e-05
MSSubClass_190,17.919340562821013,2.4510182829691705e-05,0.01977366246176093,0.11105554794776532,258,160,206,292,177,0,0.0,4.228544551280483e-05,0.0,0.0,7.055523506307422e-05
MSSubClass_20,4.559561807575311,0.03290437133142598,0.2318678876050924,0.056279046951888526,101,97,208,293,82,4,0.002050943,0.00039021749864933764,0.0,0.0,0.0006817105267868816
MSSubClass_30,176.27084667640202,5.003925764221342e-38,0.045081548439710226,0.3307546591950258,73,47,29,296,35,8,0.0059807766,0.0009700969027928065,0.0017473501606405674,0.0,0.0038626965605754716
MSSubClass_40,0.5688485172958421,0.4508405916782219,0.0027758285959740797,0.019906105542509663,270,257,309,298,245,0,0.007988438,1.4432825990264267e-05,0.0,0.0,3.452162609384529e-05
MSSubClass_45,14.55780258307647,0.00014169970513979788,0.007596239943553631,0.100214403050685,274,262,313,300,247,0,0.00065200677,9.272251505216906e-06,0.0,0.0,2.0820529228774384e-05
MSSubClass_50,46.206620243513065,1.5559004687971533e-11,0.08961006194281852,0.17662178903507506,118,123,112,302,125,5,0.00015707928,0.0003917190780524253,0.00020665788247634212,0.0,0.0005506042464695187
MSSubClass_60,283.00878642588407,4.207851910115487e-58,0.16232301792424003,0.4058702969213864,106,111,50,304,37,2,0.00048222372,0.00029615242547331006,0.0008741485211096865,0.0,0.0031734624982140917
MSSubClass_70,1.2128654421656149,0.27095005826496016,0.04001028586869827,0.029060086629290088,280,152,321,306,149,0,0.0,0.00012225912308611077,1.3694428998269808e-06,0.0,0.000366838521615926
MSSubClass_75,0.20615342252889562,0.6498678262359191,0.009647602457954579,0.01198500255014766,284,222,238,308,216,0,0.0026719833,3.6588570718473175e-05,0.0,0.0,0.00013658362008526118
MSSubClass_80,0.0032998045338931844,0.9541995709504485,0.03873278485052319,0.001516413554037151,86,168,92,310,175,2,0.0,0.00010051906205446327,0.0,0.0,0.0002832146080357829
MSSubClass_85,1.9770154895192111,0.15992166246595985,0.013724176973116788,0.03709198924227598,294,254,264,312,277,0,0.0,1.8447446920275275e-06,0.0,0.0,3.6017777204204054e-05
MSSubClass_90,19.91999659354169,8.706371589637115e-06,0.034877036894984864,0.11701056420703805,298,157,266,314,196,0,0.0,4.983470325068817e-05,0.0,0.0,5.748205996282783e-05
MSZoning_C (all),54.51393207908519,2.605231236355162e-13,0.006910515363668897,0.19130726790375874,302,25,20,6,25,0,0.034374475,0.002710768142753171,0.004605999630475618,0.017756088435498696,0.005903841440352153
MSZoning_FV,22.579511113022203,2.2184529586096023e-06,0.04255366545454193,0.1244632507525603,108,209,47,318,183,5,0.0010002651,4.8515121699599866e-05,0.0004781289609979532,0.0,0.00015384568151103934
MSZoning_RH,7.571352608715865,0.0060049416559479415,0.011010334779844153,0.07244661269249952,306,215,318,320,206,0,0.0016713176,1.1044080061765207e-05,0.0,0.0,7.219985675381114e-05
MSZoning_RL,144.2393096420382,9.885578949596138e-32,0.16719863591172554,0.3022162724729121,24,58,15,317,39,21,0.0045342003,0.0007946147478807794,0.005870804457623093,0.001088344813354928,0.002939718912370059
MSZoning_RM,203.64627864311834,2.643839944148698e-43,0.1272319342324267,0.35252963486083777,48,19,22,324,19,15,0.01486721,0.0035195449336516845,0.0025806068412162404,0.0,0.004995390247953193
MasVnrArea,328.3022754682803,3.082739117384069e-66,1.1668733779111047,0.43149280902430215,16,26,68,64,59,58,0.0005233176,0.0017695854486412664,0.00011021174302996056,0.000563861470125304,0.0007306527445979631
MasVnrArea_binned_5,325.54037189025286,9.525309074291827e-66,0.6389074121693836,0.43001086936345934,210,121,141,77,84,0,0.0,0.00018491115345155396,0.0,0.0,0.0011971999870224329
MasVnrType_BrkCmn,4.180270465528643,0.041079322136152285,0.009647602457954579,0.05389451803942366,187,153,138,81,144,0,0.0,0.00010914422047708427,0.0,0.0,0.00027399165254819534
MasVnrType_BrkFace,86.33999992598012,5.43801048435065e-20,0.21270827794509267,0.23822804124612124,87,127,153,82,121,8,0.00038514362,0.00019894565896592107,1.1122030007517123e-06,0.0,0.0004206987586547361
MasVnrType_None,282.9146674137313,4.3771528730717085e-58,0.24175278176088835,0.40581391820383095,132,133,171,79,131,1,0.0,0.00027760077507208656,0.0,0.0,0.0004889674048944461
MasVnrType_Nonexistent,4.864173016012108,0.02757799822367885,0.005536160591272798,0.058122427475811894,194,230,100,71,246,0,0.0003397853,1.6187786541715e-05,3.0976446544234216e-05,0.0,1.726309817122519e-05
MasVnrType_Stone,165.52855938083115,6.248581452106862e-36,0.07942007846122627,0.32159164240500737,62,100,90,52,98,12,0.00011864005,0.0003159739999967988,0.00014569146975574983,0.0,0.0006499952421161336
MiscFeature_Gar2,0.006605786210484517,0.9352338035235186,0.0013898513730714603,0.00214553353451239,200,287,240,56,290,0,0.0,7.709252587635721e-07,0.0,0.0,1.4066733563357536e-05
MiscFeature_Nonexistent,10.654891994511964,0.0011236615242983517,0.034877036894984864,0.08585037782004305,201,173,232,87,140,0,0.0007596432,6.981085617989433e-05,0.0,0.0,0.00031331411156873654
MiscFeature_Othr,5.670813831488474,0.017379222341882626,0.0013898513730714601,0.06273939348694382,202,302,161,65,225,0,0.0,4.702265792234902e-09,0.0,0.0,5.563948969728083e-05
MiscFeature_Shed,9.598185618646118,0.0019854942342107506,0.03163727881629216,0.08151190436744715,253,223,165,88,207,0,0.00013756359,2.5028293889994184e-05,0.0,0.0,0.0001366556291189649
MiscFeature_TenC,1.0839741083293102,0.29798559501389515,0.000695409955306835,0.02747385087009924,254,315,131,93,316,0,0.0,1.976651162665837e-07,0.0,0.0,2.5602559040297495e-06
MoSold_1,2.3281336259347447,0.12727448899067037,0.03680926929169397,0.04024630263591341,89,108,157,85,122,4,0.002150631,0.00031385730167914945,0.0,0.0,0.0006307370096234696
MoSold_10,1.007097784901201e-07,0.9997468371165215,0.057488514355421315,8.377411908215083e-06,78,93,113,97,114,5,0.00018150537,0.0002994433309850768,0.0,0.0,0.0005550858222360007
MoSold_11,0.7508674738082283,0.3863465816354079,0.05009082460802075,0.02286873290976585,122,144,108,100,146,3,0.002530255,0.0002403936948464223,1.4017732770102092e-05,0.0,0.0002789434713347637
