,f_value,p_value,variance,correlation_to_target,LGBMClassifier_rfe_rank,RandomForestClassifier_rfe_rank,GradientBoostingClassifier_rfe_rank,ExtraTreesClassifier_rfe_rank,AdaBoostClassifier_rfe_rank,XGBClassifier_rfe_rank,LGBMClassifier_feature_importance,RandomForestClassifier_feature_importance,GradientBoostingClassifier_feature_importance,ExtraTreesClassifier_feature_importance,AdaBoostClassifier_feature_importance,XGBClassifier_feature_importance
MonthlyRate*YearsSinceLastPromotion_binned_5_woe_encoded,0.07996590263105488,0.7773939880336418,0.3500836474395954,0.008295344274060023,160,230,159,123,306,122,8,0.0017589078393747504,0.00048276176640503,0.0013241941720230203,0.0,0.0045504617
MonthlyRate*YearsWithCurrManager,19.348448737289374,1.188980057303823e-05,0.8245163096542029,0.12797763136850931,36,245,312,418,308,80,18,0.001535146319510099,0.0009004430138923728,0.0011002326963527502,0.0,0.0041625365
MonthlyRate*YearsWithCurrManager_binned_5,29.89819127132215,5.570498434275273e-08,0.4987046976299288,0.15838092592373054,562,494,338,510,310,312,0,0.00019553955237703354,0.0,0.0014487286051362313,0.0,0.0
MonthlyRate*YearsWithCurrManager_binned_5_catboost_encoded,34.650163489698954,5.1578628694904646e-09,2.9100058573069427,0.17016453128152229,172,430,428,441,312,102,7,0.0008258152271009929,0.0,0.0016205996554858495,0.0,0.005716031
MonthlyRate*YearsWithCurrManager_binned_5_target_encoded,34.6620509110501,5.127370250103493e-09,2.912131246455331,0.1701928725875188,354,295,303,477,314,525,0,0.002177788025444737,0.0,0.0017316908856376053,0.0,0.0
MonthlyRate*YearsWithCurrManager_binned_5_woe_encoded,34.496767942546754,5.56805361053213e-09,2.141620319997023,0.16979833944468778,115,276,359,316,316,39,10,0.0014816198382420994,0.0,0.0015104634258238758,0.0,0.0069517074
MonthlyRate^2,0.23588972723232682,0.6272822252523578,0.35006444742230325,0.014246473446534595,433,67,430,331,318,241,0,0.003484114107064679,0.0,0.0011022764473155038,0.0,0.0
MonthlyRate^2_binned_5,0.25757359931529933,0.611888355714526,0.4987046976299288,0.014886735803985876,431,461,509,365,269,201,0,0.0005202039928718373,0.0,0.0011712782763608352,0.0,0.0
MonthlyRate^2_binned_5_catboost_encoded,26.510081259373116,3.0767190696135194e-07,0.3323703252129586,0.14934961057547447,19,43,52,131,18,17,42,0.002617169532650016,0.0023083758682118207,0.0032467112902972235,0.0,0.0057797553
MonthlyRate^2_binned_5_target_encoded,26.501885615293613,3.0895067988827117e-07,0.3321839326910784,0.14932703778743572,548,114,177,73,323,203,0,0.0036006457861346352,0.00577937488217019,0.00249298837870957,0.0,0.0
MonthlyRate^2_binned_5_woe_encoded,23.536742736576027,1.3921148243732743e-06,0.48127507457136864,0.1409015176778647,61,93,169,58,326,14,24,0.0026006784655586575,0.008219788352057457,0.003183362732583985,0.0,0.009499595
MonthlyRate_binned_5,0.25757359931529933,0.611888355714526,0.4987046976299288,0.014886735803985876,532,443,326,338,320,208,0,0.0012979591184747196,0.0,0.0016676117395518766,0.0,0.0
MonthlyRate_binned_5_catboost_encoded,26.510081259373116,3.0767190696135194e-07,0.3323703252129586,0.14934961057547447,553,56,325,175,321,206,0,0.0026467228950723437,0.003249448545928202,0.0031215841242723088,0.02,0.0
MonthlyRate_binned_5_target_encoded,26.501885615293613,3.0895067988827117e-07,0.3321839326910784,0.14932703778743572,446,80,295,107,327,209,0,0.00378655384532069,0.0037581221273319198,0.0016763018776874928,0.0,0.0
MonthlyRate_binned_5_woe_encoded,23.536742736576027,1.3921148243732743e-06,0.48127507457136864,0.1409015176778647,369,76,14,8,304,211,0,0.004399992390646043,0.00125059161202505,0.0026866194139371874,0.0,0.0
NumCompaniesWorked,4.646036892932772,0.03133017280319761,0.7039880223689166,0.06310616258354564,57,49,19,27,12,15,24,0.002007112407105836,0.01977546159891937,0.0021229308495267643,0.02,0.00653825
OverTime_Yes,60.0902033777229,1.9688848354750678e-14,0.19458910499403648,0.221743146399381,34,61,6,51,333,1,47,0.008404598726227043,0.03456186543037657,0.01142295347315519,0.0,0.011177943
OverTime_Yes_catboost_encoded,55.46292879272305,1.8511793326277054e-13,0.21945908264338684,0.21343887672594167,140,21,26,28,7,215,9,0.00791512206762904,0.015740023656880504,0.010037837889301165,0.0,0.0
OverTime_Yes_target_encoded,55.47155897442049,1.843438803304517e-13,0.2194353108737732,0.2134547253604765,374,10,71,17,336,217,0,0.008633790376782685,0.0016763907426036485,0.009997897220247083,0.02,0.0
OverTime_Yes_woe_encoded,57.37539887993195,7.321672551207344e-14,0.20300919465868889,0.21691727724104815,298,33,57,7,337,219,1,0.008688596924939434,0.02192170451373168,0.008991718642417794,0.02,0.0
PercentSalaryHike,0.12519665893333354,0.723529429806774,0.37042422854267454,0.01037934411880383,86,104,55,151,343,82,15,0.0014918729995397704,0.0,0.001982116979639993,0.0,0.006067408
PercentSalaryHike*TotalWorkingYears,27.010774498487585,2.388350199663935e-07,0.7538053970506742,0.15072164434498783,64,54,74,466,345,176,14,0.004314873603694394,0.0034496633427827583,0.0022049514448000433,0.0,0.003374097
PercentSalaryHike*TotalWorkingYears_binned_5,34.559722050251125,5.395891871835883e-09,0.48689401252937486,0.1699487327721849,416,478,470,144,347,225,0,0.00043991500741807893,0.0,0.0020941013990734164,0.0,0.0
PercentSalaryHike*TotalWorkingYears_binned_5_catboost_encoded,35.93830305574455,2.714579217876713e-09,0.6533634538658903,0.17320545177392155,197,205,335,332,349,227,3,0.0015277016470737817,3.599403903770536e-06,0.001748923983227235,0.0,0.0
PercentSalaryHike*TotalWorkingYears_binned_5_target_encoded,35.9516126787609,2.696652892037161e-09,0.6539499265307874,0.17323655945255267,454,278,210,139,351,229,0,0.0012890524105834895,0.0,0.002294549260876869,0.0,0.0
PercentSalaryHike*TotalWorkingYears_binned_5_woe_encoded,35.969127117066854,2.6732440348344456e-09,0.4722500214031596,0.17327748519790173,146,257,98,467,341,52,5,0.002864256520652796,0.002873647096303558,0.0015488521755964194,0.0,0.006490253
PercentSalaryHike*YearsAtCompany,18.69964611363806,1.6613088798855606e-05,0.7901212473411217,0.125848191038279,126,37,123,152,355,181,10,0.002821118423098361,0.002475490568006169,0.002636333640989966,0.0,0.0016387923
PercentSalaryHike*YearsAtCompany_binned_5,37.91612181818384,1.015630006170847e-09,0.4997540401624922,0.17776101063626748,462,498,449,451,354,233,0,0.0011876566479250394,0.0,0.002485584538812736,0.0,0.0
PercentSalaryHike*YearsAtCompany_binned_5_catboost_encoded,51.13533423433719,1.5213249831337286e-12,1.9955948316199867,0.2053080240904863,350,92,483,15,359,114,0,0.0017127139070750468,0.0,0.002275110407015016,0.0,0.0032163595
PercentSalaryHike*YearsAtCompany_binned_5_target_encoded,51.146320952490285,1.5131912311987035e-12,1.998253522119577,0.20532914892971132,410,275,383,49,361,237,0,0.0033838537153793053,0.0,0.0011901538062993667,0.0,0.0
PercentSalaryHike*YearsAtCompany_binned_5_woe_encoded,49.56064671010474,3.282650099331252e-12,1.1367260996510788,0.20225343358710876,112,135,84,118,357,154,6,0.0028837873578262596,0.0029658655557480164,0.0021543159864427994,0.0,0.0025687094
PercentSalaryHike*YearsInCurrentRole,26.368950548821726,3.3045402778314924e-07,0.623336491422512,0.1489603811276761,93,143,130,387,363,245,11,0.0016421168707208445,0.001281004775139208,0.0016023121450675609,0.0,0.0
PercentSalaryHike*YearsInCurrentRole_binned_5,35.89730643858801,2.770550950285389e-09,0.4911939735595942,0.17310959368839837,515,514,421,522,367,247,0,0.0003647976624295168,0.0,0.0009724376960314475,0.0,0.0
PercentSalaryHike*YearsInCurrentRole_binned_5_catboost_encoded,30.2501341787765,4.6673203165900375e-08,0.6567209657454034,0.15928686422876437,151,129,104,429,369,36,2,0.0026821669716776387,0.004012075986137478,0.0015562205150399682,0.0,0.0054446673
PercentSalaryHike*YearsInCurrentRole_binned_5_target_encoded,30.26243959195558,4.638550674704456e-08,0.6578568853787721,0.15931843680996344,481,236,29,476,365,249,0,0.001721651780244575,0.006258916006607751,0.0014698260260646787,0.0,0.0
PercentSalaryHike*YearsInCurrentRole_binned_5_woe_encoded,29.172639774362153,8.024743621248805e-08,0.6704263769684341,0.15649501567289636,283,163,424,445,373,251,1,0.0013955334756506376,0.0,0.0011327939860559493,0.0,0.0
PercentSalaryHike*YearsSinceLastPromotion,1.5603979207146783,0.21185853890191242,1.3600883196370073,0.03662041112856636,144,199,425,460,375,163,8,0.001824909249252871,0.0,0.0017807417941318724,0.0,0.0033737684
PercentSalaryHike*YearsSinceLastPromotion_binned_5,2.649082639290793,0.10388076795605332,0.33804273538338,0.04769251322313973,455,546,423,506,377,268,0,0.0005429574923243464,0.0,0.0012407110220860058,0.0,0.0
PercentSalaryHike*YearsSinceLastPromotion_binned_5_catboost_encoded,0.0038986473515610367,0.9502238573160414,0.3414032864110216,0.0018316951017984663,263,353,131,382,379,266,4,0.0005866925811971094,0.0008489314685934052,0.0011047248384504738,0.0,0.0
PercentSalaryHike*YearsSinceLastPromotion_binned_5_target_encoded,0.0038394694992105985,0.9506025923612197,0.3408773236612115,0.0018177402733378608,463,409,500,489,381,271,0,0.0014505952025843478,0.0,0.0012082620256214866,0.0,0.0
PercentSalaryHike*YearsSinceLastPromotion_binned_5_woe_encoded,0.044889157550976284,0.832245131048922,0.3234699509769805,0.006215259628036157,228,339,502,436,385,273,2,0.0011407734941442501,0.0,0.0010194697315788715,0.0,0.0
PercentSalaryHike*YearsWithCurrManager,22.04342068955989,2.9828409372470132e-06,0.548186945100565,0.13644438874194736,190,277,133,452,386,277,4,0.0011635300463951773,0.002306640469751799,0.0005598951345880889,0.0,0.0
PercentSalaryHike*YearsWithCurrManager_binned_5,29.130489430346422,8.196864350215086e-08,0.4935559629668994,0.1563846851153071,473,529,227,534,390,285,0,0.0003745891469502673,0.0,0.0007411731806386932,0.0,0.0
PercentSalaryHike*YearsWithCurrManager_binned_5_catboost_encoded,31.051674295046443,3.120876204604503e-08,2.5600876724235135,0.1613291641787704,191,299,498,448,392,165,2,0.0009449681032472825,0.0014702304813235128,0.0007375504072555907,0.0,0.0036013976
PercentSalaryHike*YearsWithCurrManager_binned_5_target_encoded,31.062916303884624,3.1033213828236574e-08,2.5578518058295887,0.1613576052722571,477,356,515,456,394,291,0,0.0012098126100430922,0.0,0.0013667716636151638,0.0,0.0
PercentSalaryHike*YearsWithCurrManager_binned_5_woe_encoded,32.34601447660829,1.6312934369123327e-08,1.6269048932247374,0.1645679677098643,253,338,497,516,396,293,4,0.0006431146401287304,0.0,0.0015960770615491557,0.0,0.0
PercentSalaryHike^2,0.16055730334075524,0.6887175997568717,0.4638294655087918,0.011753899330396006,427,138,478,111,398,297,0,0.0033989158314245618,0.0018567631114754846,0.0016361489922351786,0.0,0.0
PercentSalaryHike^2_binned_5,0.026387906819224524,0.8709848215412406,0.42675507935664436,0.0047653464012827615,485,345,399,82,400,299,0,0.0011675964443051475,0.0010739513922520456,0.0021031805273181766,0.0,0.0
PercentSalaryHike^2_binned_5_catboost_encoded,5.3818402140046535,0.020519990667352463,0.5110001054028847,0.06789830506200165,33,165,512,213,402,139,24,0.0026400951630223164,0.0,0.001802175589918248,0.0,0.002919646
PercentSalaryHike^2_binned_5_target_encoded,5.376405155040372,0.020583713649290836,0.5119352367028528,0.06786416952035675,489,87,228,275,404,305,0,0.0018664686988484765,0.0,0.0016475708881795103,0.0,0.0
PercentSalaryHike^2_binned_5_woe_encoded,2.9585372792265967,0.08569144635502148,0.5135179439602487,0.0503945171949412,74,237,128,102,406,309,17,0.003065400118335784,0.00024462449770561195,0.001988655348203004,0.0,0.0
PercentSalaryHike_binned_5,0.026387906819224524,0.8709848215412406,0.42675507935664436,0.0047653464012827615,490,312,168,115,408,313,0,0.0013132601898317108,0.0038931435760131083,0.0015600287522276866,0.0,0.0
PercentSalaryHike_binned_5_catboost_encoded,5.3818402140046535,0.020519990667352463,0.5110001054028847,0.06789830506200165,492,95,485,194,410,317,0,0.0019990836369732684,0.0005527771868365621,0.0016825808747749796,0.0,0.0
PercentSalaryHike_binned_5_target_encoded,5.376405155040372,0.020583713649290836,0.5119352367028528,0.06786416952035675,486,170,224,176,412,318,0,0.002327867504175171,0.0,0.0017900072336225854,0.0,0.0
PercentSalaryHike_binned_5_woe_encoded,2.9585372792265967,0.08569144635502148,0.5135179439602487,0.0503945171949412,428,256,239,62,414,321,0,0.003094592822493063,0.0,0.0015235369562413255,0.0,0.0
PerformanceRating_ordinal_encoded,0.15168693619722032,0.6969998122258012,0.1307259007333404,0.011424644137395593,424,532,288,544,416,357,0,0.0002656760706315783,0.0,0.0017635300870006121,0.0,0.0
PerformanceRating_ordinal_encoded_catboost_encoded,5.546170046122631,0.018686729677994295,0.41242826196023114,0.06892226776611109,193,553,220,486,418,110,7,0.0009540556234865248,0.0009261027682093611,0.0022715433273002923,0.0,0.003813981
PerformanceRating_ordinal_encoded_target_encoded,5.535040203943181,0.01880536856598814,0.4141078567494826,0.0688534059291514,540,558,533,444,419,358,0,0.0005386194435327182,0.0,0.0010968425326343385,0.0,0.0
PerformanceRating_ordinal_encoded_woe_encoded,1.70699740166927,0.1916339359388115,1.7079081710905266,0.03829963253396262,290,419,151,455,422,355,3,0.00077516171304101,0.0,0.0013651194043780073,0.0,0.0
RelationshipSatisfaction_ordinal_encoded,2.389946614584703,0.1223900855207638,0.29242004552378925,0.045304868739014376,168,390,164,23,28,91,8,0.0008854508618381203,0.0017307868422846446,0.0026487749220819507,0.0,0.0045001116
RelationshipSatisfaction_ordinal_encoded_catboost_encoded,0.5160278118438231,0.4726854485921479,0.6676885549483318,0.021068668013240286,39,89,481,86,426,323,21,0.0023263749037777757,0.0,0.002040254417923909,0.0,0.0
RelationshipSatisfaction_ordinal_encoded_target_encoded,0.5198244046695633,0.4710616212029848,0.6677514684006445,0.02114599614100293,550,102,536,104,428,325,0,0.003608135868420584,0.0,0.002383470778599557,0.0,0.0
RelationshipSatisfaction_ordinal_encoded_woe_encoded,1.3918947298358455,0.2383268608424597,0.46329372405493036,0.034589172987718304,85,62,42,47,430,46,12,0.002386853319999694,0.006041950250788967,0.001858158994306898,0.02,0.0049768677
StockOptionLevel_ordinal_encoded,23.39956356271941,1.4928883861400594e-06,0.7498553394504079,0.14049843836973142,80,172,36,148,432,3,21,0.0039139520157976514,0.013316895539074355,0.0036671093623586847,0.0,0.008909738
StockOptionLevel_ordinal_encoded_catboost_encoded,50.41791436370011,2.159308498898625e-12,0.22759418394564715,0.20392302542532656,18,14,47,9,435,8,40,0.005297404707105756,0.006998094836846599,0.005619090971698037,0.02,0.011809412
StockOptionLevel_ordinal_encoded_target_encoded,50.376916728738856,2.2029775200277545e-12,0.22812789145834092,0.2038435444275167,552,39,79,35,26,359,0,0.005973549595133275,0.009748662697885673,0.007270472873959561,0.0,0.0
StockOptionLevel_ordinal_encoded_woe_encoded,50.18764715005779,2.416342939077206e-12,0.24897291790533468,0.203476140299523,196,23,7,22,438,361,10,0.004697607252306696,0.029200382918133323,0.006542887715816717,0.0,0.0
TotalWorkingYears,31.02360036054487,3.165151094143109e-08,0.7123890498415185,0.16125811584746555,271,197,535,326,440,469,4,0.00203183410625117,0.0,0.0013555979758345773,0.0,0.0
TotalWorkingYears*YearsAtCompany,9.870858379671951,0.0017216096928421368,3.6661206295773456,0.0917777873615447,202,26,439,284,443,471,4,0.0050549281980185,0.0006833753870147676,0.0014737261424024647,0.0,0.0
TotalWorkingYears*YearsAtCompany_binned_5,40.78034055199777,2.45793435418054e-10,0.48967227004877123,0.18413326907566838,549,542,490,439,442,475,0,0.0014606048001335242,0.0,0.001417371873745486,0.0,0.0
TotalWorkingYears*YearsAtCompany_binned_5_catboost_encoded,50.00374771518105,2.6434833754843016e-12,2.1097031680656304,0.20311841377056927,238,254,426,95,445,174,4,0.001965742562536772,0.0017886742509115234,0.0021534566807239106,0.0,0.0026275704
TotalWorkingYears*YearsAtCompany_binned_5_target_encoded,50.01439846161076,2.629762802075998e-12,2.1133541828885543,0.20313915206181501,539,137,118,75,448,521,0,0.0017956111960345058,0.0,0.002493590482071186,0.0,0.0
TotalWorkingYears*YearsAtCompany_binned_5_woe_encoded,49.29694644839777,3.734380039138605e-12,1.5285986253515143,0.20173660056270307,288,310,406,211,451,518,1,0.0019169693969761476,0.0,0.0019157591715085105,0.0,0.0
TotalWorkingYears*YearsInCurrentRole,18.991475261916957,1.4291241413028727e-05,1.1331128100524976,0.12681072038396576,217,189,405,502,455,514,2,0.0009888575733464381,0.0,0.0009919328546241241,0.0,0.0
TotalWorkingYears*YearsInCurrentRole_binned_5,41.22813936508465,1.9699683340240697e-10,0.48903735046822777,0.18510701508023247,429,563,508,558,449,511,0,0.00012821934698747621,0.0,0.0008379731760951541,0.0,0.0
TotalWorkingYears*YearsInCurrentRole_binned_5_catboost_encoded,36.26960192217656,2.301943510343416e-09,0.6681015647730701,0.17397791563993104,239,426,413,469,434,502,1,0.0010724414611817006,0.0,0.0010606040782315622,0.0,0.0
TotalWorkingYears*YearsInCurrentRole_binned_5_target_encoded,36.281307928505306,2.2885749934859477e-09,0.667709873044305,0.174005139108574,399,457,400,535,423,494,0,0.001011383867484931,0.0,0.0008608777519467702,0.0,0.0
TotalWorkingYears*YearsInCurrentRole_binned_5_woe_encoded,36.150190847486016,2.44287008126938e-09,0.5312696500779315,0.17369993925531085,400,385,417,501,461,156,0,0.0014991338295661251,0.0,0.0008034867465317092,0.0,0.00317527
TotalWorkingYears*YearsSinceLastPromotion,3.1691920628708274,0.07530080007221882,3.448511265513195,0.05215305858353045,231,360,291,464,290,527,1,0.002277797168815508,0.0,0.001266297774446712,0.0,0.0
TotalWorkingYears*YearsSinceLastPromotion_binned_5,7.532391698859476,0.006153289502113327,0.34388672636128526,0.08025282345834105,494,531,541,566,463,529,0,0.00033979864252773934,0.0,0.0009706402973157428,0.0,0.0
TotalWorkingYears*YearsSinceLastPromotion_binned_5_catboost_encoded,2.821451291334925,0.0932810796545412,0.269531256523613,0.04921603227395063,261,347,521,504,270,531,2,0.0011944261511779547,0.0,0.0010016558972387188,0.0,0.0
TotalWorkingYears*YearsSinceLastPromotion_binned_5_target_encoded,2.8231801307617523,0.09318093523884949,0.26939519236005804,0.04923107194978913,501,401,390,560,59,533,0,0.0013947608040617357,0.0,0.0013318348669546917,0.0,0.0
TotalWorkingYears*YearsSinceLastPromotion_binned_5_woe_encoded,3.8404160965232883,0.05026985876860895,0.25727542090073036,0.05739440886312022,502,462,453,462,61,535,0,0.0011695428796246457,0.00036433178005005305,0.0008590640086077328,0.0,0.0
TotalWorkingYears*YearsWithCurrManager,17.364045729247994,3.314826243867525e-05,1.0961253444651884,0.12133930933811424,227,272,492,540,95,109,4,0.0025648342975848693,0.0,0.0007579613653045999,0.0,0.0068371883
TotalWorkingYears*YearsWithCurrManager_binned_5,37.41733403475044,1.3010531365182817e-09,0.4883954192794133,0.17662462793833464,507,530,455,539,96,537,0,9.320269612341958e-05,0.0,0.0012974216357281262,0.0,0.0
TotalWorkingYears*YearsWithCurrManager_binned_5_catboost_encoded,38.14982527235415,9.044115652487005e-10,2.0931857101384406,0.1782906398124543,56,97,308,85,116,136,10,0.0018246388153227181,0.0006377899567716537,0.0022361116079460965,0.0,0.0045956457
TotalWorkingYears*YearsWithCurrManager_binned_5_target_encoded,38.16564056674273,8.973422128311342e-10,2.097664857971997,0.17832641687182726,422,349,145,234,117,539,0,0.0008171008632701189,0.0006463498346268542,0.001280756478459843,0.0,0.0
TotalWorkingYears*YearsWithCurrManager_binned_5_woe_encoded,36.22306372712492,2.355870387890265e-09,1.2752460681257825,0.17386963906936106,266,296,396,147,133,541,1,0.001248155223653087,0.0,0.0026464355364441577,0.0,0.0
TotalWorkingYears^2,16.91435010186608,4.185824064713586e-05,1.6844491510445174,0.1197806128381324,449,120,427,416,134,543,0,0.0018519659133438156,0.0,0.0013470667435073564,0.0,0.0
TotalWorkingYears^2_binned_5,36.710003198572295,1.8490998344960877e-09,0.4743867795018954,0.17499883052609622,430,520,416,454,142,545,0,0.0005339839000263661,0.0,0.0013255276791772927,0.0,0.0
TotalWorkingYears^2_binned_5_catboost_encoded,34.70619175649033,5.01571775179688e-09,0.9163143821950738,0.17029806445413787,111,297,496,433,143,547,7,0.0010615019659824271,0.0,0.0013157387650777562,0.0,0.0
TotalWorkingYears^2_binned_5_target_encoded,34.730552566522704,4.955145877028109e-09,0.9202560831999382,0.1703560874635171,545,351,434,334,190,549,0,0.0014525750091805038,0.0,0.001186636375792035,0.0,0.0
TotalWorkingYears^2_binned_5_woe_encoded,33.63812373389265,8.548314223831395e-09,0.5803120949361218,0.1677320306060237,285,340,429,362,191,553,2,0.0013806045109579976,0.0,0.001503059948450496,0.0,0.0
TotalWorkingYears_binned_5,36.710003198572295,1.8490998344960877e-09,0.4743867795018954,0.17499883052609622,554,497,431,499,216,554,0,0.00044462499175387056,0.0,0.0009656311373684291,0.0,0.0
TotalWorkingYears_binned_5_catboost_encoded,34.70619175649033,5.01571775179688e-09,0.9163143821950738,0.17029806445413787,444,361,459,190,217,546,0,0.0012113100247224803,0.0,0.0015421046778159315,0.0,0.0
TotalWorkingYears_binned_5_target_encoded,34.730552566522704,4.955145877028109e-09,0.9202560831999382,0.1703560874635171,342,376,465,373,221,510,0,0.0007795862388989398,0.0,0.0011417812523325881,0.0,0.0
TotalWorkingYears_binned_5_woe_encoded,33.63812373389265,8.548314223831395e-09,0.5803120949361218,0.1677320306060237,413,359,435,199,226,492,0,0.001245542017746371,0.0,0.0012232093290976914,0.0,0.0
TrainingTimesLastYear,4.125580147431064,0.0424667868984538,1.6709267722393453,0.05947984843617549,79,171,27,21,43,62,21,0.003500090936823414,0.007299438801425163,0.0021060024737442518,0.02,0.005000253
WorkLifeBalance_ordinal_encoded,8.53180119925085,0.0035573698149392865,0.5135242852587948,0.08537461438133545,207,260,127,94,27,25,6,0.0016688226438079546,0.0026656310492263794,0.0026265304898186077,0.0,0.004920769
WorkLifeBalance_ordinal_encoded_catboost_encoded,9.865523462873833,0.001726566325306703,1.3287228954093866,0.09175319122663222,21,72,15,38,334,20,27,0.002781604179301604,0.003821059048036319,0.002622274606926326,0.0,0.005796122
WorkLifeBalance_ordinal_encoded_target_encoded,9.887076247564494,0.0017066302806935608,1.3542700006583719,0.09185251650669261,349,77,89,66,458,487,0,0.003976193662483992,0.009070088948483618,0.0028149257346156593,0.02,0.0
WorkLifeBalance_ordinal_encoded_woe_encoded,11.347040569103502,0.0007804572231369034,0.6799579175179115,0.09833951513363877,129,51,40,12,457,41,17,0.004202085215764309,0.011131052628374072,0.0033965087823486194,0.0,0.0059068957
YearsAtCompany,20.136365464325586,7.927361553583995e-06,0.681096134737595,0.13051389586951984,292,267,471,427,466,486,1,0.001958449300491618,0.0,0.0012985074913374533,0.0,0.0
YearsAtCompany*YearsInCurrentRole,12.928212601555932,0.0003372453783061742,1.0596104395334671,0.10489712288399534,195,246,175,459,467,135,3,0.002286955086122019,0.0008561306238968752,0.0015519940522177582,0.0,0.0027146854
YearsAtCompany*YearsInCurrentRole_binned_5,35.41463649612586,3.523407387162452e-09,0.4782763769322516,0.17197650274046877,482,527,460,565,470,450,0,0.000319704471206287,0.0,0.001060121807755141,0.0,0.0
YearsAtCompany*YearsInCurrentRole_binned_5_catboost_encoded,31.78140614956477,2.1644942189412566e-08,0.7192395597814009,0.16316392692484333,293,463,402,514,471,448,2,0.001122198218531596,0.0,0.0010085375659662,0.0,0.0
YearsAtCompany*YearsInCurrentRole_binned_5_target_encoded,31.79387546582959,2.151010855804385e-08,0.719834370102584,0.16319507986270465,547,503,517,548,473,444,0,0.0010252872867925248,0.0,0.001451088057777521,0.0,0.0
YearsAtCompany*YearsInCurrentRole_binned_5_woe_encoded,32.057551093658674,1.8848184858369574e-08,0.4082470294677117,0.16385229996225067,484,556,559,525,476,442,0,0.0015149224403632248,0.0,0.0007059189075240155,0.0,0.0
YearsAtCompany*YearsSinceLastPromotion,1.9591091597774526,0.1618755307041015,4.823144838724363,0.041026120931728874,269,388,398,349,478,482,1,0.0013770473392931324,0.0,0.0012914958971861027,0.0,0.0
YearsAtCompany*YearsSinceLastPromotion_binned_5,9.815278794222081,0.0017739647681135257,0.3427633929098617,0.09152120757660762,436,504,522,520,479,478,0,0.0003187853645027318,0.0,0.0006293865555000574,0.0,0.0
YearsAtCompany*YearsSinceLastPromotion_binned_5_catboost_encoded,7.057281991040707,0.00800251113815191,0.3358644862616439,0.07769638984550843,154,445,381,515,482,476,9,0.0005796141951991264,0.0,0.0009846093198515298,0.0,0.0
YearsAtCompany*YearsSinceLastPromotion_binned_5_target_encoded,7.061165720546482,0.007985287754553596,0.33554179065771567,0.07771763656405084,491,429,527,480,484,410,0,0.0006121252482820804,0.0,0.0016001501950392554,0.0,0.0
YearsAtCompany*YearsSinceLastPromotion_binned_5_woe_encoded,8.39884618504255,0.003825080913018326,0.35209226892019113,0.08471159742086751,275,364,520,505,485,458,1,0.0005579620969209509,0.0,0.0015077867523107997,0.0,0.0
YearsAtCompany*YearsWithCurrManager,11.759056655085777,0.0006267072673438025,1.1950381998872692,0.10009139986143953,528,355,519,512,477,434,0,0.0011220682015657113,0.0,0.0006308857200698096,0.0,0.0
YearsAtCompany*YearsWithCurrManager_binned_5,34.615227023900346,5.248535997617815e-09,0.48850151598351454,0.17008120717346267,523,544,523,552,472,432,0,0.0003154213366079677,0.0,0.0008185609150023366,0.0,0.0
YearsAtCompany*YearsWithCurrManager_binned_5_catboost_encoded,39.47756254591791,4.68298352377701e-10,1.8969527731762434,0.18126640964319485,161,262,528,250,460,423,8,0.00045258538011371414,0.0,0.0025169058701444776,0.0,0.0
YearsAtCompany*YearsWithCurrManager_binned_5_target_encoded,39.487053274377026,4.661024033925773e-10,1.8972953219690445,0.18128748128355815,378,420,450,498,35,438,0,0.0012804585396804834,0.0,0.001605271965693721,0.02,0.0
YearsAtCompany*YearsWithCurrManager_binned_5_woe_encoded,39.94497571538074,3.71554525835943e-10,1.0420292985158603,0.18230088942610975,234,336,495,379,389,406,1,0.0005590457540654422,0.00025820066651648517,0.001369825383536841,0.0,0.0
YearsAtCompany^2,5.839423239401615,0.015824284916572506,2.575604234757953,0.07071204724269849,440,383,526,399,374,403,0,0.001165659104612941,0.0,0.0007605829787723908,0.0,0.0
YearsAtCompany^2_binned_5,37.19536978350618,1.452730545681455e-09,0.2186595051493907,0.17611626592952048,503,500,529,527,305,417,0,0.0016148857910935998,0.0,0.001239354420572973,0.0,0.0
YearsAtCompany^2_binned_5_catboost_encoded,52.3255063399641,8.515060834279911e-13,1.4852359045726198,0.2075817462937005,189,370,537,417,228,383,4,0.001531273981314009,0.0,0.0032773220654887113,0.0,0.0
YearsAtCompany^2_binned_5_target_encoded,52.344413454899325,8.436974645672179e-13,1.4931859841399875,0.2076176300338674,352,178,518,361,222,396,0,0.002253644422700678,0.0,0.0013273920656180572,0.0,0.0
YearsAtCompany^2_binned_5_woe_encoded,51.728503312611515,1.139113826415265e-12,1.0324137043529613,0.2064449106303997,276,222,486,26,205,387,1,0.002250210854875852,0.0,0.0018924450646354335,0.0,0.0
YearsAtCompany_binned_5,37.19536978350618,1.452730545681455e-09,0.2186595051493907,0.17611626592952048,529,533,540,536,203,362,0,0.0003144869436856108,0.0,0.0011404693028100987,0.0,0.0
YearsAtCompany_binned_5_catboost_encoded,52.3255063399641,8.515060834279911e-13,1.4852359045726198,0.2075817462937005,530,362,543,447,173,366,0,0.0033222577437860136,0.0,0.002644505377796682,0.0,0.0
YearsAtCompany_binned_5_target_encoded,52.344413454899325,8.436974645672179e-13,1.4931859841399875,0.2076176300338674,521,261,545,100,162,259,0,0.001099752218529464,0.0,0.0013483797263297642,0.0,0.0
